Employee ID,Gender,Job Level after FY20 promotions,New hire FY20?,FY20 Performance Rating,Promotion in FY21?,In base group for Promotion FY21,Target hire balance,FY20 leaver?,In base group for turnover FY20,Department @01.07.2020,Leaver FY,Job Level after FY21 promotions,Last Department in FY20,FTE group,Time type,Department & JL group PRA status,Department & JL group for PRA,Job Level group PRA status,Job Level group for PRA,Time in Job Level @01.07.2020,Job Level before FY20 promotions,Promotion in FY20?,FY19 Performance Rating,Age group,Age @01.07.2020,Nationality 1,Region group: nationality 1,Broad region group: nationality 1,Last hire date,Years since last hire,Rand,RAND,GENDER,GRADE,FUNCTION,OC_RATE,PERFORM,Y_GRADE,AGE,Y_SERVIC,Nationality,Rank 2,Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,1,2,3,4,5,6,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
399.0,Male,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,2.0,20 to 29,21.0,Germany,Europe,Europe,2017-04-01,3.0,0.2307263540486995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400.0,Female,6 - Junior Officer,Y,,No,No,0.5,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0.0,,N,,20 to 29,22.0,Germany,Europe,Europe,2020-04-01,0.0,0.3575343019597933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401.0,Female,6 - Junior Officer,N,4.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,2.0,20 to 29,26.0,Germany,Europe,Europe,2018-04-01,2.0,0.1323253746830096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402.0,Female,5 - Senior Officer,Y,,No,No,0.5,No,N,Operations,,5 - Senior Officer,Operations,0.8,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,0.0,,N,,30 to 39,33.0,Switzerland,Switzerland,Switzerland,2020-04-01,0.0,0.4009288156260466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403.0,Male,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,3.0,20 to 29,23.0,France,Europe,Europe,2017-04-01,3.0,0.5315041390659531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404.0,Male,1 - Executive,N,,No,No,0.5,No,Y,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,2.0,1 - Executive,N,2.0,50 to 59,50.0,France,Europe,Europe,2016-04-01,4.0,0.6552336314068895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405.0,Male,1 - Executive,N,,No,No,0.5,No,Y,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,5.0,1 - Executive,N,3.0,40 to 49,47.0,Switzerland,Switzerland,Switzerland,2012-04-01,8.0,0.2646565113478417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406.0,Male,3 - Senior Manager,N,2.0,No,Yes,0.5,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,2.0,3 - Senior Manager,N,2.0,30 to 39,36.0,France,Europe,Europe,2017-04-01,3.0,0.1761780651984781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407.0,Male,2 - Director,N,2.0,No,Yes,0.5,No,Y,Internal Services,,2 - Director,Internal Services,Full Time,Full Time,Inconclusive,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,3.0,2 - Director,N,2.0,60 to 69,61.0,Switzerland,Switzerland,Switzerland,2015-04-01,5.0,0.4973666270204832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408.0,Male,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,5.0,5 - Senior Officer,N,,20 to 29,26.0,Switzerland,Switzerland,Switzerland,2015-04-01,5.0,0.6136535318346341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,5.0,6 - Junior Officer,N,2.0,20 to 29,24.0,Switzerland,Switzerland,Switzerland,2015-04-01,5.0,0.0354925029327936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410.0,Male,5 - Senior Officer,Y,,No,No,0.5,No,N,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,0.0,,N,,20 to 29,27.0,Switzerland,Switzerland,Switzerland,2020-04-01,0.0,0.4292420453456724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411.0,Female,4 - Manager,Y,,No,No,0.5,No,N,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,0.0,,N,,40 to 49,40.0,Germany,Europe,Europe,2020-04-01,0.0,0.1087959068193332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412.0,Female,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2.0,5 - Senior Officer,N,3.0,30 to 39,31.0,France,Europe,Europe,2013-04-01,7.0,0.3235635889512707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413.0,Male,2 - Director,N,3.0,No,Yes,0.5,No,Y,Internal Services,,2 - Director,Internal Services,Full Time,Full Time,Inconclusive,2 - Director & Internal Services,Uneven - Men benefit,2 - Director,5.0,2 - Director,N,3.0,40 to 49,46.0,Switzerland,Switzerland,Switzerland,2013-04-01,7.0,0.8074592129652959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414.0,Female,5 - Senior Officer,N,3.0,No,Yes,0.5,No,Y,Operations,,5 - Senior Officer,Operations,0.8,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,1.0,6 - Junior Officer,Y,1.0,30 to 39,31.0,Germany,Europe,Europe,2015-04-01,5.0,0.826326889992149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415.0,Male,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1.0,6 - Junior Officer,N,,20 to 29,24.0,Italy,Europe,Europe,2019-04-01,1.0,0.4001653011239775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416.0,Male,3 - Senior Manager,N,2.0,No,Yes,0.5,No,Y,Strategy,,3 - Senior Manager,Strategy,Full Time,Full Time,Inconclusive,3 - Senior Manager & Strategy,Uneven - Men benefit,3 - Senior Manager,2.0,3 - Senior Manager,N,2.0,30 to 39,39.0,Switzerland,Switzerland,Switzerland,2012-04-01,8.0,0.3098795644480524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417.0,Male,3 - Senior Manager,N,2.0,No,Yes,0.5,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,2.0,3 - Senior Manager,N,2.0,30 to 39,36.0,Switzerland,Switzerland,Switzerland,2018-04-01,2.0,0.7993019773004751,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418.0,Female,6 - Junior Officer,N,2.0,Yes,Yes,0.5,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,0.7,Part Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,2.0,30 to 39,31.0,Switzerland,Switzerland,Switzerland,2018-04-01,2.0,0.0602688771332539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
419.0,Male,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,2.0,20 to 29,21.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.905429614281158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
420.0,Female,5 - Senior Officer,N,3.0,No,Yes,0.5,No,Y,Operations,,5 - Senior Officer,Operations,0.5,Part Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,2.0,5 - Senior Officer,N,3.0,30 to 39,33.0,Germany,Europe,Europe,2014-04-01,6.0,0.7446212852163948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421.0,Male,2 - Director,N,3.0,Yes,Yes,0.5,No,Y,Strategy,,1 - Executive,Strategy,Full Time,Full Time,Inconclusive,2 - Director & Strategy,Uneven - Men benefit,2 - Director,3.0,2 - Director,N,3.0,40 to 49,48.0,France,Europe,Europe,2015-04-01,5.0,0.572461232859873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
422.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,2.0,20 to 29,24.0,Switzerland,Switzerland,Switzerland,2018-04-01,2.0,0.9663582592957592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
423.0,Male,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,3.0,20 to 29,24.0,Germany,Europe,Europe,2017-04-01,3.0,0.8300025710043952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424.0,Female,6 - Junior Officer,Y,,No,No,0.5,No,N,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,0.0,,N,,20 to 29,22.0,Switzerland,Switzerland,Switzerland,2020-04-01,0.0,0.4198741357083132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425.0,Male,1 - Executive,N,,No,No,0.5,No,Y,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,1.0,2 - Director,Y,2.0,40 to 49,42.0,Germany,Europe,Europe,2015-04-01,5.0,0.2180529151181224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
426.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,3.0,20 to 29,25.0,Italy,Europe,Europe,2018-04-01,2.0,0.2297246749189783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
427.0,Male,1 - Executive,Y,,No,No,0.5,No,N,Strategy,,1 - Executive,Strategy,Full Time,Full Time,,,,,0.0,,N,,60 to 69,60.0,France,Europe,Europe,2020-04-01,0.0,0.7953525888712706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
428.0,Female,5 - Senior Officer,N,3.0,No,No,0.5,Yes,Y,Finance,FY20,,Finance,Full Time,Full Time,,,,,4.0,5 - Senior Officer,N,2.0,30 to 39,35.0,Switzerland,Switzerland,Switzerland,2012-04-01,8.0,0.4406687583403939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
429.0,Male,3 - Senior Manager,N,2.0,No,Yes,0.5,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,1.0,4 - Manager,Y,1.0,30 to 39,37.0,United Kingdom,Europe,Europe,2013-04-01,7.0,0.3670298363703265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
430.0,Male,5 - Senior Officer,N,4.0,No,Yes,0.5,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3.0,5 - Senior Officer,N,3.0,20 to 29,27.0,Switzerland,Switzerland,Switzerland,2016-04-01,4.0,0.5826749519724637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431.0,Male,4 - Manager,N,4.0,No,Yes,0.5,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,2.0,4 - Manager,N,2.0,30 to 39,33.0,Switzerland,Switzerland,Switzerland,2018-04-01,2.0,0.1592789788773635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
432.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,2.0,20 to 29,23.0,France,Europe,Europe,2018-04-01,2.0,0.6429271352954103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433.0,Male,2 - Director,N,3.0,No,Yes,0.5,No,Y,Operations,,2 - Director,Operations,Full Time,Full Time,Even,2 - Director & Operations,Uneven - Men benefit,2 - Director,3.0,2 - Director,N,,30 to 39,37.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.0247913550756841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
434.0,Female,4 - Manager,Y,,No,No,0.5,No,N,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,0.0,,N,,30 to 39,38.0,Germany,Europe,Europe,2020-04-01,0.0,0.4334193237992981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
435.0,Female,4 - Manager,N,1.0,Yes,Yes,0.5,No,Y,HR,,3 - Senior Manager,HR,Full Time,Full Time,Inconclusive,4 - Manager & HR,Even,4 - Manager,5.0,4 - Manager,N,3.0,30 to 39,39.0,Switzerland,Switzerland,Switzerland,2011-04-01,9.0,0.6345625629866031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436.0,Female,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,4.0,6 - Junior Officer,N,3.0,20 to 29,22.0,France,Europe,Europe,2016-04-01,4.0,0.2071222792532949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437.0,Male,4 - Manager,N,2.0,No,Yes,0.5,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,3.0,4 - Manager,N,3.0,30 to 39,34.0,France,Europe,Europe,2015-04-01,5.0,0.6406322899118063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
438.0,Male,2 - Director,N,3.0,No,Yes,0.5,No,Y,Operations,,2 - Director,Operations,Full Time,Full Time,Even,2 - Director & Operations,Uneven - Men benefit,2 - Director,4.0,2 - Director,N,2.0,30 to 39,36.0,France,Europe,Europe,2011-04-01,9.0,0.5217035228056939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
439.0,Female,6 - Junior Officer,N,2.0,No,No,0.5,Yes,Y,Internal Services,FY20,,Internal Services,Full Time,Full Time,,,,,3.0,6 - Junior Officer,N,3.0,30 to 39,30.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.6874422615220914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
440.0,Male,4 - Manager,N,2.0,Yes,Yes,0.5,No,Y,Internal Services,,3 - Senior Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,1.0,5 - Senior Officer,Y,1.0,40 to 49,42.0,Italy,Europe,Europe,2016-04-01,4.0,0.6147414880920674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441.0,Female,6 - Junior Officer,Y,,No,No,0.5,No,N,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,0.0,,N,,20 to 29,28.0,France,Europe,Europe,2020-04-01,0.0,0.5560430434160617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
442.0,Female,5 - Senior Officer,N,2.0,Yes,Yes,0.5,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,4.0,5 - Senior Officer,N,2.0,40 to 49,42.0,Germany,Europe,Europe,2011-04-01,9.0,0.6438052516213478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443.0,Male,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,2.0,20 to 29,21.0,France,Europe,Europe,2018-04-01,2.0,0.2718386409299334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
444.0,Male,5 - Senior Officer,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,1.0,6 - Junior Officer,Y,2.0,20 to 29,24.0,Switzerland,Switzerland,Switzerland,2015-04-01,5.0,0.2473298261999752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
445.0,Male,4 - Manager,N,2.0,No,Yes,0.5,No,Y,Internal Services,,4 - Manager,Internal Services,Full Time,Full Time,Even,4 - Manager & Internal Services,Even,4 - Manager,3.0,4 - Manager,N,3.0,30 to 39,34.0,Switzerland,Switzerland,Switzerland,2012-04-01,8.0,0.9449987648044512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446.0,Male,2 - Director,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,2 - Director,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,6.0,2 - Director,N,2.0,40 to 49,41.0,Switzerland,Switzerland,Switzerland,2014-04-01,6.0,0.8208338737959828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
447.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,2.0,20 to 29,24.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.8421683416565303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448.0,Male,3 - Senior Manager,N,2.0,No,Yes,0.5,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,3 - Senior Manager & Operations,Uneven - Men benefit,3 - Senior Manager,3.0,3 - Senior Manager,N,3.0,30 to 39,33.0,Switzerland,Switzerland,Switzerland,2015-04-01,5.0,0.5294185441052327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449.0,Male,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,3.0,16 to 19,19.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.4916836431870455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450.0,Male,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,5 - Senior Officer,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3.0,5 - Senior Officer,N,2.0,30 to 39,30.0,Switzerland,Switzerland,Switzerland,2013-04-01,7.0,0.8988144758907283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451.0,Male,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,5 - Senior Officer,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,2.0,5 - Senior Officer,N,,20 to 29,25.0,France,Europe,Europe,2018-04-01,2.0,0.1606589907717013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
452.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,2.0,20 to 29,23.0,Belgium,Europe,Europe,2018-04-01,2.0,0.954049276396626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453.0,Male,2 - Director,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,2 - Director,Sales & Marketing,Full Time,Full Time,Inconclusive,2 - Director & Sales & Marketing,Uneven - Men benefit,2 - Director,4.0,2 - Director,N,3.0,30 to 39,39.0,Switzerland,Switzerland,Switzerland,2012-04-01,8.0,0.6209174749840873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454.0,Male,5 - Senior Officer,N,1.0,Yes,Yes,0.5,No,Y,Operations,,4 - Manager,Operations,Full Time,Full Time,Even,5 - Senior Officer & Operations,Even,5 - Senior Officer,3.0,5 - Senior Officer,N,2.0,30 to 39,34.0,Switzerland,Switzerland,Switzerland,2016-04-01,4.0,0.6772812825607717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455.0,Female,1 - Executive,N,,No,No,0.5,No,Y,Sales & Marketing,,1 - Executive,Sales & Marketing,Full Time,Full Time,,,,,4.0,1 - Executive,N,2.0,40 to 49,45.0,France,Europe,Europe,2016-04-01,4.0,0.2892590116028419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456.0,Male,5 - Senior Officer,N,2.0,No,Yes,0.5,No,Y,Internal Services,,5 - Senior Officer,Internal Services,Full Time,Full Time,Even,5 - Senior Officer & Internal Services,Even,5 - Senior Officer,3.0,5 - Senior Officer,N,2.0,20 to 29,28.0,Netherlands,Europe,Europe,2013-04-01,7.0,0.0948686240107651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457.0,Male,5 - Senior Officer,N,2.0,Yes,Yes,0.5,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Even,5 - Senior Officer & Sales & Marketing,Even,5 - Senior Officer,3.0,5 - Senior Officer,N,2.0,30 to 39,31.0,Switzerland,Switzerland,Switzerland,2013-04-01,7.0,0.3947188810563421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458.0,Female,3 - Senior Manager,N,4.0,No,Yes,0.5,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,2.0,3 - Senior Manager,N,3.0,40 to 49,48.0,Germany,Europe,Europe,2011-04-01,9.0,0.9512782271434008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Internal Services,,6 - Junior Officer,Internal Services,0.8,Part Time,Even,6 - Junior Officer & Internal Services,Even,6 - Junior Officer,3.0,6 - Junior Officer,N,2.0,20 to 29,24.0,Switzerland,Switzerland,Switzerland,2017-04-01,3.0,0.4437723869814117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460.0,Male,4 - Manager,N,3.0,No,Yes,0.5,No,Y,Sales & Marketing,,4 - Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,4 - Manager & Sales & Marketing,Even,4 - Manager,2.0,4 - Manager,N,3.0,30 to 39,32.0,Switzerland,Switzerland,Switzerland,2015-04-01,5.0,0.555849592462898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461.0,Female,6 - Junior Officer,N,3.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,2.0,20 to 29,28.0,Switzerland,Switzerland,Switzerland,2018-04-01,2.0,0.6171894440879832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462.0,Male,4 - Manager,N,2.0,Yes,Yes,0.5,No,Y,Operations,,3 - Senior Manager,Operations,Full Time,Full Time,Even,4 - Manager & Operations,Even,4 - Manager,3.0,4 - Manager,N,2.0,30 to 39,39.0,Switzerland,Switzerland,Switzerland,2016-04-01,4.0,0.2181024799966924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463.0,Female,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Operations,,6 - Junior Officer,Operations,Full Time,Full Time,Even,6 - Junior Officer & Operations,Even,6 - Junior Officer,2.0,6 - Junior Officer,N,2.0,16 to 19,19.0,France,Europe,Europe,2018-04-01,2.0,0.3916837175756288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464.0,Male,6 - Junior Officer,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,6 - Junior Officer,Sales & Marketing,Full Time,Full Time,Even,6 - Junior Officer & Sales & Marketing,Even,6 - Junior Officer,1.0,6 - Junior Officer,N,,20 to 29,21.0,France,Europe,Europe,2019-04-01,1.0,0.3155518771007464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465.0,Male,3 - Senior Manager,N,2.0,No,Yes,0.5,No,Y,Sales & Marketing,,3 - Senior Manager,Sales & Marketing,Full Time,Full Time,Uneven - Men benefit,3 - Senior Manager & Sales & Marketing,Uneven - Men benefit,3 - Senior Manager,2.0,3 - Senior Manager,N,2.0,30 to 39,33.0,Switzerland,Switzerland,Switzerland,2014-04-01,6.0,0.3115232692503531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
